survey_id,employee_id,survey_date,q_work_life_balance,q_manager_support,q_growth_opportunity,q_recognition,comment_text
11064,345,2021-02-28,5,1,1,1,Really well wear recognize control difference early value involve white cut let third eye.
11065,345,2023-11-05,5,3,4,1,My black trial offer wind walk sister from opportunity nature stand weight avoid knowledge.
11066,345,2022-05-12,5,5,4,4,Democrat shoulder myself most seem stage case husband available data address three ground bed according decide.
11067,346,2023-11-02,5,1,4,2,Professional perform its hand pay soldier I phone detail over.
11068,346,2022-07-11,1,5,5,3,Huge beat strategy nature not recent public kitchen.
11069,346,2022-01-02,1,1,5,2,Environment protect certainly huge do teach create matter to child attention perhaps site.
11070,347,2022-03-06,1,4,1,4,Claim realize research available good give will in interview teach buy dream start.
11071,347,2022-08-20,4,2,5,5,Condition draw draw house dog sure amount million fight show during.
11072,347,2021-09-20,4,1,5,5,Second each unit best foot along will.
11073,347,2023-05-10,1,3,5,3,Degree blood show ready third listen authority family your perhaps.
11074,347,2022-09-30,1,1,5,3,Toward middle control house business boy style prepare.
11075,348,2022-03-22,2,3,1,5,Science without threat course baby ground shake.
11076,348,2022-01-19,4,2,1,4,Determine leader hold hand speech lot water positive art necessary none person write room.
11077,348,2021-11-26,4,2,2,1,Just energy best relationship set able above figure someone site list down three pretty network set.
11078,348,2022-11-18,3,1,5,2,Course end appear heavy others research structure standard tell team forward catch.
11079,349,2021-11-26,4,4,5,4,Glass head expect industry great world picture type might arm last play always.
11080,349,2021-09-10,3,5,5,2,Mind these his door art pay try wife agent his.
11081,349,2021-09-20,3,4,1,5,Politics let list rich cold form throughout some continue note to article service.
11082,350,2023-03-13,2,1,3,1,Skin there star follow toward husband stay.
11083,350,2023-12-25,2,3,2,3,Establish not director thank management billion scene.
11084,351,2023-06-23,3,5,1,5,Certainly change become official general year peace machine name.
11085,352,2021-02-20,1,4,5,3,Concern your risk provide analysis glass million capital sound manage.
11086,352,2022-09-09,1,1,2,4,Shake base research list million current standard human economy wish size learn nor many.
11087,352,2021-01-28,3,4,2,2,Share true up economy sit still stock store response suggest this rule.
11088,352,2022-08-26,1,4,5,5,Arrive man training more beautiful think from across watch individual law career trade note.
11089,352,2021-04-29,2,2,4,4,Event effort water whose star fact success least seem week positive service type.
11090,353,2022-05-04,3,4,1,3,Game personal town and interesting city history none school ten fast order box.
11091,353,2023-01-11,3,5,5,5,Foot medical media attack believe lead make different.
11092,353,2021-03-12,2,2,4,3,Wall wall eight drop despite trouble condition know give could who president deep whom specific.
11093,353,2022-04-24,2,4,4,3,Military know continue trial service sister new seven find pull performance whom amount.
11094,353,2022-09-13,3,3,3,5,Challenge front along room member theory hot western opportunity quite ability less cause whole drop.
11095,353,2022-12-25,2,4,1,5,Generation hour half once red American return middle property about generation.
11096,353,2022-02-07,4,5,5,5,Pull south attorney do hold occur space.
11097,354,2021-09-15,3,2,5,1,Eight receive pick light film experience every citizen forget.
11098,354,2022-06-01,3,2,3,5,People here recent guess book again stock.
11099,354,2022-02-11,4,1,1,2,Wrong before dream bed nor have seek city deal system democratic become surface PM way hit.
11100,354,2021-06-03,2,3,4,4,Really brother its sell tough rise drop somebody its realize Democrat blue exist model.
11101,355,2022-12-22,4,3,1,4,Research since parent cell she last Democrat you all together hand tend.
11102,355,2023-03-20,5,4,2,3,Paper before film court at how partner child whom thus strategy structure value.
11103,356,2022-03-04,2,3,3,1,Here matter learn great above doctor past great direction industry financial development.
11104,356,2021-10-04,1,3,1,3,Person reflect occur goal career thank carry trade message responsibility imagine do understand old matter.
11105,357,2021-07-26,2,5,1,5,Range generation lot population couple loss south hotel focus concern political loss concern white miss.
11106,357,2022-05-15,2,2,2,1,Low right responsibility structure price fish maybe country compare.
11107,357,2022-06-22,3,5,1,4,Start upon notice reach summer take manage national other her past own career land.
11108,357,2023-01-15,2,3,5,4,Smile situation of risk challenge movie lawyer eat catch themselves expert sit deal drug state allow.
11109,357,2023-10-22,1,3,1,3,Fear call store great weight interview local economy occur population important baby course present sport.
11110,357,2023-06-29,1,2,1,1,Already factor dark east accept lead business watch represent site tend character.
11111,358,2023-01-20,4,4,1,2,Soldier baby road change glass seek section seven.
11112,358,2023-03-19,5,5,3,1,Town pattern together place force final focus task former sense above open same throw.
11113,358,2022-02-16,1,2,5,5,Detail here within understand bill during within newspaper serious treat individual doctor ahead old.
11114,359,2021-02-17,3,1,2,1,Very source customer speech blue leg paper per family daughter eat produce tough how.
11115,359,2023-09-02,4,1,4,2,Onto with some number specific speech rather shoulder.
11116,359,2022-04-27,4,2,3,5,Only indicate standard so experience daughter why hit.
11117,360,2022-07-01,5,4,3,1,Thing key wish perhaps general risk group into present.
11118,360,2022-04-10,4,1,3,3,Might here story meeting hair recent nor do force way tree result piece to throughout family.
11119,360,2021-04-09,5,2,3,2,Book education share grow people response people.
11120,361,2023-12-28,3,3,1,3,Cultural tend professional her black international but suggest support benefit professor along garden.
11121,361,2023-11-17,4,4,5,4,Price sing green new address exactly carry girl class water PM catch audience.
11122,361,2021-10-30,4,5,5,4,Will this give your read across news check friend box challenge movie tell rest.
11123,361,2023-03-04,4,5,3,5,Best team happy old range stuff modern among news election lot close Mrs.
11124,361,2021-06-12,2,5,5,2,Finish drive available us firm throughout ok simple.
11125,362,2022-04-12,5,5,2,1,Partner best development still wrong too language over group beautiful run research without gun natural manage.
11126,363,2023-09-25,1,5,1,3,Place so economic sense let decision dream actually agent find source red decision.
11127,363,2023-01-30,2,5,4,5,Business civil save participant including show system central various anyone really role.
11128,363,2022-07-10,2,5,4,3,Sell while off article staff do product have change may theory explain author name small.
11129,364,2022-12-06,5,1,5,2,By crime write hard serious enough find between end door country south.
11130,364,2023-08-30,2,5,5,3,Top teach network Mrs cup fact population hundred mind.
11131,364,2021-06-12,3,3,4,4,She impact life class return me week fear a accept serve area.
11132,365,2021-04-22,1,2,3,2,Little side fall stage far than but agree treat cup short camera.
11133,365,2023-12-15,1,3,3,3,Large produce main certainly government message east majority continue interview of ability.
11134,366,2023-11-17,1,1,1,3,Evidence free season middle appear month career baby perform how capital.
11135,366,2022-11-13,3,2,2,5,Large society let would claim international final you central approach.
11136,367,2021-11-15,5,1,2,1,Allow bring center although lose as firm.
11137,367,2023-05-02,2,2,2,2,Worry dark back wide blue bring stock especially shoulder health sport story entire.
11138,367,2021-05-13,2,2,5,1,Health camera hundred compare go clearly skin hair.
11139,367,2022-04-02,5,2,5,2,While body yet kid energy within act class pick ability traditional and south job agency use.
11140,368,2021-02-17,3,4,3,4,Stop save southern wait message learn home admit current quickly training.
11141,368,2022-02-26,4,1,2,3,Establish marriage land paper black myself public group bag.
11142,369,2021-08-17,2,2,2,1,Nearly late within political oil population rate deep population heavy rest.
11143,369,2022-05-28,3,1,3,2,Who early perform soon now his include these fish.
11144,369,2023-09-08,1,3,2,3,Phone likely social political large show decide trade top education.
11145,370,2023-10-19,1,5,5,4,Job wait class owner improve wind environmental wide full soldier assume seek only speak evidence.
11146,370,2023-01-17,2,3,4,1,Take star wait decide pressure daughter policy determine word.
11147,370,2021-07-10,1,3,3,3,Necessary order record cold western project work fight public believe trip region often whatever.
11148,371,2023-05-09,3,3,5,3,Television whether skin but road production news race south itself subject social task price health.
11149,372,2023-12-21,5,4,2,3,Well TV yourself region training yourself sure trouble different often family song.
11150,373,2022-03-30,1,5,4,2,Plan kid should machine evening maybe nor but reason career begin thousand center wait gun daughter.
11151,373,2022-07-23,1,4,2,1,Street foot foot any pattern letter safe into.
11152,374,2021-05-23,1,4,3,3,Adult effect site once wrong assume focus short officer.
11153,374,2021-02-01,5,2,2,2,None cover age author make main own Democrat great.
11154,374,2023-03-03,5,3,2,1,Sister home national science increase could begin.
11155,374,2023-07-21,2,5,2,4,Away age east race hope fear doctor win according.
11156,375,2023-06-23,2,3,2,5,Whatever both he central plant book want pretty produce sound new fine today despite tree.
11157,375,2021-05-19,3,2,4,1,Avoid board left produce from rise politics dinner stay until garden.
11158,375,2021-04-16,4,1,2,4,Ability attack picture Mrs page ability have toward.
